PassengerId,Pclass,Age,Fare,MaleCheck,Sozinho,Familiares,Embarked,Survived
924,3,0.47058823529411764,0.25961912659337905,0,0,0,0,1
925,3,0.0,0.381564785486982,0,0,0,0,1
926,1,0.23529411764705882,1.836429515939358,1,0,1,1,1
927,3,-0.6666666666666666,-0.3064547427847935,1,1,1,1,0
928,3,0.0,-0.27163978736918676,0,1,0,0,1
929,3,-0.47058823529411764,-0.24566006003968008,0,1,0,0,1
930,3,-0.1568627450980392,-0.2101367594054566,1,1,2,0,0
931,3,0.0,1.7832315175447992,1,1,1,0,0
932,3,0.9411764705882353,-0.04400647690508279,1,0,1,1,0
933,1,0.0,0.5130540176853018,1,1,1,0,0
934,3,1.0980392156862746,-0.28012296364004613,1,1,0,0,0
935,2,0.23529411764705882,-0.06168117466541823,0,1,3,0,0
936,1,1.411764705882353,1.6160450795987034,0,0,0,0,1
937,3,-0.1568627450980392,-0.27694177253847385,1,1,0,0,0
938,1,1.411764705882353,0.6466640439513363,1,1,1,1,0
939,3,0.0,-0.28436455177547576,1,1,0,2,0
940,1,2.588235294117647,2.622892063246321,0,1,2,1,1
941,3,0.7058823529411765,0.06132488126204214,0,0,1,0,1
942,1,-0.23529411764705882,1.9318652489865256,1,0,5,0,0
943,2,0.0,0.02456303689227322,1,1,0,1,0
944,2,-0.5490196078431373,0.3624776388775485,0,0,1,0,1
945,1,0.0784313725490196,10.54228916390875,0,0,1,0,1
946,2,0.0,0.047717866523583764,1,1,1,1,0
947,3,-1.3333333333333333,0.6222749121726157,1,0,0,2,0
948,3,0.6274509803921569,-0.2781803162740193,1,1,0,0,0
949,3,-0.1568627450980392,-0.28860613991090545,1,1,0,0,0
950,3,0.0,0.06980805753290152,1,0,3,0,0
951,1,0.7058823529411765,10.515779238062315,0,1,7,1,1
952,3,-0.7843137254901961,-0.2781803162740193,1,1,0,0,0
953,2,0.39215686274509803,-0.040473233988269894,1,1,0,0,0
954,3,-0.7058823529411765,-0.28436455177547576,1,1,1,0,0
955,3,-0.39215686274509803,-0.2854249488093332,0,1,5,2,0
956,1,-1.0980392156862746,10.515779238062315,1,0,0,1,1
957,2,0.0,0.2776458761689552,0,1,2,0,1
958,3,-0.7058823529411765,-0.27888441990450064,0,1,0,2,1
959,1,1.5686274509803921,1.185345737150904,1,1,0,0,0
960,1,0.3137254901960784,0.5973555818769665,1,1,6,1,0
961,1,2.588235294117647,10.54228916390875,0,0,2,0,1
962,3,-0.23529411764705882,-0.28436455177547576,0,1,0,2,1
963,3,-0.47058823529411764,-0.2781803162740193,1,1,7,0,0
964,3,0.1568627450980392,-0.27694177253847385,0,1,0,0,1
965,1,0.11764705882352941,0.5627145315749124,1,1,1,1,0
966,1,0.6274509803921569,8.357871274162472,0,1,0,1,1
967,1,0.43137254901960786,8.357871274162472,1,1,0,1,1
968,3,0.0,-0.27163978736918676,1,1,0,0,0
969,1,2.196078431372549,0.47700051853414954,0,0,0,0,1
970,2,0.23529411764705882,-0.06168117466541823,1,1,2,0,0
971,3,-0.23529411764705882,-0.28436455177547576,0,1,0,2,1
972,3,-1.6470588235294117,0.0335764116800612,1,0,0,1,0
973,1,3.1372549019607843,8.793872601779558,1,0,0,0,0
974,1,1.7254901960784315,0.48972528294043854,1,1,0,0,0
975,3,0.0,-0.2781803162740193,1,1,0,0,0
976,2,0.0,-0.15888564996505994,1,1,0,2,0
977,3,0.0,0.0,1,0,3,1,0
978,3,0.0,-0.27888441990450064,0,1,4,2,0
979,3,-0.7058823529411765,-0.27163978736918676,0,1,0,0,1
980,3,0.0,-0.28436455177547576,0,1,5,2,0
981,2,-1.9607843137254901,0.3624776388775485,1,0,0,0,1
982,3,-0.39215686274509803,-0.02350688144655121,0,0,0,0,1
983,3,0.0,-0.28330415474161835,1,1,0,0,0
984,1,0.0,1.5925381981521523,0,0,1,0,1
985,3,0.0,-0.27163978736918676,1,1,3,0,0
986,1,-0.1568627450980392,0.48972528294043854,1,1,0,1,0
987,3,-0.1568627450980392,-0.28242190440944903,1,1,0,0,0
988,1,3.843137254901961,2.7314046125150178,0,0,0,0,1
989,3,0.1568627450980392,-0.27694177253847385,1,1,1,0,0
990,3,-0.5490196078431373,-0.2799448169383581,0,1,1,0,1
991,3,0.47058823529411764,-0.27163978736918676,1,1,1,0,0
992,1,1.2549019607843137,1.738520937009235,0,0,0,1,1
993,2,0.0,0.48972528294043854,1,0,0,0,0
994,3,0.0,-0.28436455177547576,1,1,1,2,0
995,3,-0.0784313725490196,-0.28330415474161835,1,1,0,0,0
996,3,-0.8627450980392157,-0.2518442955411365,0,0,2,1,1
997,3,0.0784313725490196,0.34233009523425756,1,1,0,0,0
998,3,-0.47058823529411764,-0.28136150737559157,1,1,0,2,0
999,3,0.0,-0.28436455177547576,1,1,0,2,0
1000,3,0.0,-0.2435392659719652,1,1,0,0,0
1001,2,-0.6666666666666666,-0.06168117466541823,1,1,1,0,0
1002,2,1.0980392156862746,0.0250932354092019,1,1,0,1,0
1003,3,0.0,-0.2831260080399303,0,1,1,2,1
1004,1,0.7058823529411765,0.7306135563277604,0,1,0,1,1
1005,3,-0.6666666666666666,-0.30416004360352605,0,1,1,2,1
1006,1,2.823529411764706,8.793872601779558,0,0,0,0,1
1007,3,-0.7058823529411765,0.0,1,0,0,1,0
1008,3,0.0,-0.34003539605299016,1,1,0,1,0
1009,3,-2.0392156862745097,0.09525758634547944,0,0,1,0,1
1010,1,0.7058823529411765,2.578355387824309,1,1,1,1,0
1011,2,0.1568627450980392,0.48972528294043854,0,0,6,0,0
1012,2,-1.1764705882352942,0.05496249905889763,0,1,2,0,1
1013,3,0.0,-0.28436455177547576,1,0,0,2,0
1014,1,0.6274509803921569,1.836429515939358,0,0,1,1,1
1015,3,0.0784313725490196,-0.30557249245262413,1,1,0,0,0
1016,3,0.0,-0.28436455177547576,1,1,1,2,0
1017,3,-0.7843137254901961,0.06980805753290152,0,0,1,0,1
1018,3,-0.39215686274509803,-0.28242190440944903,1,1,0,0,0
1019,3,0.0,0.3730816092161227,0,0,0,2,1
1020,2,1.1764705882352942,-0.06168117466541823,1,1,2,0,0
1021,3,-0.23529411764705882,-0.27163978736918676,1,1,0,0,0
1022,3,0.39215686274509803,-0.27163978736918676,1,1,0,0,0
1023,1,2.0392156862745097,0.5957649863261802,1,1,0,1,0
1024,3,0.0,0.46710489341419215,0,0,1,0,1
1025,3,0.0,-0.34003539605299016,1,0,1,1,0
1026,3,1.2549019607843137,-0.2781803162740193,1,1,0,0,0
1027,3,-0.23529411764705882,-0.2799448169383581,1,1,0,0,0
1028,3,-0.0392156862745098,-0.30663288948648154,1,1,2,1,0
1029,2,-0.0784313725490196,-0.06168117466541823,1,1,1,0,0
1030,3,-0.3137254901960784,-0.27163978736918676,0,1,0,0,1
1031,3,1.0196078431372548,1.376217203245239,1,0,0,0,0
1032,3,-1.3333333333333333,1.376217203245239,0,0,2,0,1
1033,1,0.47058823529411764,5.8150391869723865,0,1,0,0,1
1034,1,2.6666666666666665,10.515779238062315,1,0,1,1,0
1035,2,0.0784313725490196,0.48972528294043854,1,1,0,0,0
1036,1,1.1764705882352942,0.5130540176853018,1,1,0,0,0
1037,3,0.3137254901960784,0.15039823210606515,1,0,2,0,0
1038,1,0.0,1.5867060144659362,1,1,0,0,0
1039,3,-0.39215686274509803,-0.27163978736918676,1,1,4,0,0
1040,1,0.0,0.5130540176853018,1,1,2,0,0
1041,2,0.23529411764705882,0.48972528294043854,1,0,0,0,0
1042,1,-0.3137254901960784,2.914144954153734,0,0,0,1,1
1043,3,0.0,-0.2781803162740193,1,1,1,1,0
1044,3,2.627450980392157,0.0,1,1,0,0,0
1045,3,0.7058823529411765,-0.09632222496747236,0,0,2,0,0
1046,3,-1.0980392156862746,0.7182408437367119,1,0,0,0,0
1047,3,-0.23529411764705882,-0.29284772804633513,1,1,1,0,0
1048,1,0.1568627450980392,8.793872601779558,0,1,0,0,1
1049,3,-0.3137254901960784,-0.2799448169383581,0,1,0,0,1
1050,1,1.1764705882352942,0.5130540176853018,1,1,0,0,0
1051,3,-0.0784313725490196,-0.028808866615838296,0,0,10,0,0
1052,3,0.0,-0.28507289699409255,0,1,1,2,1
1053,3,-1.5686274509803921,0.0335764116800612,1,0,0,1,0
1054,2,-0.0784313725490196,-0.040473233988269894,0,1,0,0,1
1055,3,0.0,-0.3161764627911983,1,1,0,0,0
1056,2,1.0980392156862746,-0.06168117466541823,1,1,5,0,0
1057,3,-0.0784313725490196,0.32112215455710924,0,0,2,0,1
1058,1,1.6470588235294117,1.5287362294190192,1,1,1,1,0
1059,3,-0.7058823529411765,0.8449582892826732,1,0,5,0,0
1060,1,0.0,0.5627145315749124,0,1,0,1,1
1061,3,-0.39215686274509803,-0.23293529563339105,0,1,0,0,1
1062,3,0.0,-0.29284772804633513,1,1,0,0,0
1063,3,0.0,-0.30663288948648154,1,1,5,1,0
1064,3,-0.3137254901960784,-0.02350688144655121,1,0,2,0,0
1065,3,0.0,-0.3064547427847935,1,1,0,1,0
1066,3,1.0196078431372548,0.7182408437367119,1,0,0,0,0
1067,2,-0.9411764705882353,1.0411317405462954,0,0,2,0,1
1068,2,-0.5490196078431373,0.9456960074991279,0,1,4,0,1
1069,1,2.1176470588235294,1.738520937009235,1,0,0,1,0
1070,2,0.7058823529411765,1.0411317405462954,0,0,0,0,1
1071,1,2.9019607843137254,2.914144954153734,0,0,0,1,1
1072,2,0.23529411764705882,-0.06168117466541823,1,1,10,0,0
1073,1,0.7843137254901961,2.914144954153734,1,0,0,1,1
1074,1,-0.7058823529411765,1.6391956676418786,0,0,6,0,1
1075,3,0.0,-0.28436455177547576,1,1,3,2,0
1076,1,0.0,9.885725253249321,0,0,2,1,1
1077,2,1.0196078431372548,0.0655664693974718,1,1,0,0,0
1078,2,-0.47058823529411764,0.2776458761689552,0,0,1,0,1
1079,3,-0.7843137254901961,-0.27163978736918676,1,0,0,0,0
1080,3,0.0,2.3369369159200586,0,0,2,0,1
1081,2,1.0196078431372548,-0.06168117466541823,1,1,0,0,0
1082,2,0.5490196078431373,0.48972528294043854,1,0,0,0,0
1083,1,0.0,0.48972528294043854,1,1,0,0,0
1084,3,-1.2156862745098038,0.001942647366026781,1,0,1,0,0
1085,2,2.6666666666666665,-0.08925149754571109,1,1,2,2,0
1086,2,-1.4901960784313726,0.765428511743367,1,0,0,0,0
1087,3,0.47058823529411764,-0.2799448169383581,1,1,0,0,0
1088,1,-1.6470588235294117,5.091848409881628,1,0,0,1,1
1089,3,-0.7058823529411765,-0.28330415474161835,0,1,1,0,1
1090,2,-0.3137254901960784,-0.16772087805115993,1,1,0,0,0
1091,3,0.0,-0.26898879478454324,0,1,0,0,1
1092,3,0.0,0.044358528720323455,0,1,0,2,1
1093,3,-2.091764705882353,-0.0022989407694028715,1,0,10,0,0
1094,1,1.5686274509803921,9.037585772865077,1,0,0,1,1
1095,2,-1.4901960784313726,0.48972528294043854,0,0,0,0,1
1096,2,-0.1568627450980392,-0.16772087805115993,1,1,0,0,0
1097,1,0.0,0.4787692607866238,1,1,1,1,0
1098,3,0.6274509803921569,-0.28436455177547576,0,1,1,2,1
1099,2,-0.23529411764705882,-0.16772087805115993,1,1,0,0,0
1100,1,0.47058823529411764,0.5627145315749124,0,1,0,1,1
1101,3,-0.1568627450980392,-0.2781803162740193,1,1,0,0,0
1102,3,0.39215686274509803,0.34233009523425756,1,1,0,0,0
1103,3,0.0,-0.31405566872348345,1,1,0,0,0
1104,2,-0.7843137254901961,2.5044796472695308,1,1,0,0,0
1105,2,2.588235294117647,0.48972528294043854,0,0,0,0,1
1106,3,0.8627450980392157,-0.28330415474161835,0,0,1,0,1
1107,1,1.1764705882352942,1.1895873252863338,1,1,1,0,0
1108,3,0.0,-0.27888441990450064,0,1,0,2,1
1109,1,2.3529411764705883,6.379878754203149,1,0,1,0,0
1110,1,1.803921568627451,8.357871274162472,0,0,0,1,1
1111,3,0.0,-0.27163978736918676,1,1,0,0,0
1112,2,0.23529411764705882,-0.025275623699025404,0,0,0,1,1
1113,3,-0.47058823529411764,-0.27163978736918676,1,1,0,0,0
1114,2,-0.39215686274509803,-0.16772087805115993,0,1,0,0,1
1115,3,-0.47058823529411764,-0.28242190440944903,1,1,0,0,0
1116,1,2.0392156862745097,0.5510501642024807,0,1,1,1,1
1117,3,0.0,0.0335764116800612,0,0,0,1,1
1118,3,-0.3137254901960784,-0.28242190440944903,1,1,0,0,0
1119,3,0.0,-0.28436455177547576,0,1,0,2,1
1120,3,1.0588235294117647,0.02739217617860477,1,1,0,0,0
1121,2,0.7058823529411765,-0.06168117466541823,1,1,4,0,0
1122,2,-1.0196078431372548,2.143944655758009,1,1,1,0,0
1123,1,-0.47058823529411764,0.5130540176853018,0,1,0,0,1
1124,3,-0.47058823529411764,-0.33756255017003467,1,0,0,0,0
1125,3,0.0,-0.27888441990450064,1,1,6,2,0
1126,1,0.9411764705882353,2.4104563630714613,1,0,0,1,1
1127,3,-0.5490196078431373,-0.2799448169383581,1,1,0,0,0
1128,1,2.9019607843137254,2.5787074396395497,1,0,1,1,0
1129,3,-0.5490196078431373,-0.30663288948648154,1,1,2,1,0
1130,2,-0.7058823529411765,-0.06168117466541823,0,0,0,0,1
1131,1,1.6470588235294117,3.9010225408597488,0,0,0,1,1
1132,1,2.196078431372549,0.5627145315749124,0,1,1,1,1
1133,2,1.411764705882353,0.6593888083576253,0,0,1,0,1
1134,1,1.411764705882353,5.091848409881628,1,0,0,1,1
1135,3,0.0,-0.27853236808925996,1,1,0,0,0
1136,3,0.0,0.381564785486982,1,0,0,0,0
1137,1,1.0980392156862746,1.5867060144659362,1,0,2,0,0
1138,2,-0.39215686274509803,0.2776458761689552,0,1,0,0,1
1139,2,1.1764705882352942,0.765428511743367,1,0,2,0,0
1140,2,0.1568627450980392,0.48972528294043854,0,0,2,0,1
1141,3,0.0,0.0,0,0,1,1,1
1142,2,-2.0454901960784313,0.5639530753104578,0,0,0,0,1
1143,3,-0.5490196078431373,-0.27694177253847385,1,1,2,0,0
1144,1,0.0,5.188522686664341,1,0,0,1,1
1145,3,-0.23529411764705882,-0.21755953864245856,1,1,1,0,0
1146,3,0.43137254901960786,-0.2101367594054566,1,1,2,0,0
1147,3,0.0,-0.29284772804633513,1,1,2,0,0
1148,3,0.0,-0.28436455177547576,1,1,0,2,0
1149,3,0.0784313725490196,-0.27163978736918676,1,1,0,0,0
1150,2,-0.6274509803921569,-0.06168117466541823,0,1,0,0,1
1151,3,-0.47058823529411764,-0.28330415474161835,1,1,1,0,0
1152,3,0.7450980392156863,0.12494870329348709,1,0,0,0,0
1153,3,-0.47058823529411764,-0.2799448169383581,1,1,6,0,0
1154,2,0.1568627450980392,0.3624776388775485,0,0,2,0,1
1155,3,-2.0392156862745097,-0.09632222496747236,0,0,0,0,1
1156,2,0.23529411764705882,-0.07281534352092107,1,1,0,1,0
1157,3,0.0,-0.2781803162740193,1,1,0,0,0
1158,1,0.0,-0.613087632271275,1,1,5,0,0
1159,3,0.0,-0.29284772804633513,1,1,1,0,0
1160,3,0.0,-0.27163978736918676,0,1,1,0,0
1161,3,-0.7843137254901961,-0.24566006003968008,1,1,0,0,0
1162,1,1.4901960784313726,2.578355387824309,1,1,0,1,0
1163,3,0.0,-0.28436455177547576,1,1,0,2,0
1164,1,-0.0784313725490196,5.188522686664341,0,0,1,1,1
1165,3,0.0,0.044358528720323455,0,0,1,2,1
1166,3,0.0,-0.30663288948648154,1,1,0,1,0
1167,2,-0.5490196078431373,0.48972528294043854,0,0,1,0,1
1168,2,0.0784313725490196,-0.16772087805115993,1,1,0,0,0
1169,2,1.0196078431372548,0.48972528294043854,1,0,0,0,0
1170,2,0.23529411764705882,0.2776458761689552,1,0,5,0,0
1171,2,-0.39215686274509803,-0.16772087805115993,1,1,2,0,0
1172,3,-0.3137254901960784,-0.24566006003968008,0,1,0,0,1
1173,3,-2.0588235294117645,-0.028808866615838296,1,0,0,0,0
1174,3,0.0,-0.28436455177547576,0,1,0,2,1
1175,3,-1.411764705882353,0.0335764116800612,0,0,0,1,1
1176,3,-1.9607843137254901,0.2442433696024465,0,0,0,0,1
1177,3,0.7058823529411765,-0.30557249245262413,1,1,0,0,0
1178,3,0.0,-0.30557249245262413,1,1,0,0,0
1179,1,-0.23529411764705882,2.8763269543382433,1,0,0,0,1
1180,3,0.0,-0.3064547427847935,1,1,0,1,0
1181,3,0.0,-0.27163978736918676,1,1,0,0,0
1182,1,0.0,1.0665812693588734,1,1,0,0,0
1183,3,0.23529411764705882,-0.31829725685891314,0,1,1,2,1
1184,3,0.0,-0.3064547427847935,1,1,0,1,0
1185,1,2.0392156862745097,2.8590043083931485,1,0,0,0,0
1186,3,0.7058823529411765,-0.2101367594054566,1,1,0,0,0
1187,3,-0.0784313725490196,-0.2781803162740193,1,1,0,0,0
1188,2,-2.0392156862745097,1.1505307817352974,0,0,0,1,1
1189,3,0.0,0.30645474278479357,1,0,3,1,0
1190,1,0.23529411764705882,1.3168349693492238,1,1,0,0,0
1191,3,0.1568627450980392,-0.2799448169383581,1,1,1,0,0
1192,3,0.39215686274509803,-0.28330415474161835,1,1,0,0,0
1193,2,0.0,0.0250932354092019,1,1,2,1,0
1194,2,1.2549019607843137,0.2776458761689552,1,0,0,0,0
1195,3,-0.23529411764705882,-0.24566006003968008,1,1,0,0,0
1196,3,0.0,-0.28436455177547576,0,1,0,2,1
1197,1,2.9019607843137254,0.5130540176853018,0,0,3,0,1
1198,1,0.23529411764705882,5.8150391869723865,1,0,0,0,1
1199,3,-2.0525490196078433,-0.21649914160860112,1,0,1,0,0
1200,1,2.196078431372549,3.3527972743554644,1,0,1,0,0
1201,3,1.411764705882353,-0.014671653360451235,0,0,0,0,1
1202,3,-0.7058823529411765,-0.24566006003968008,1,1,0,0,0
1203,3,-0.39215686274509803,-0.30663288948648154,1,1,4,1,0
1204,3,0.0,-0.2917873310124777,1,1,2,0,0
1205,3,0.7843137254901961,-0.28436455177547576,0,1,0,2,1
1206,1,2.196078431372549,5.139918328220452,0,1,2,1,1
1207,3,-0.7843137254901961,-0.28507289699409255,0,1,0,2,1
1208,1,2.3529411764705883,5.601721236465357,1,0,1,1,0
1209,2,-0.6274509803921569,-0.16772087805115993,1,1,0,0,0
1210,3,0.0,-0.2799448169383581,1,1,2,0,0
1211,2,-0.39215686274509803,0.7230126303890703,1,0,2,0,0
1212,3,-0.0784313725490196,-0.28330415474161835,1,1,0,0,0
1213,3,-0.1568627450980392,-0.3064547427847935,1,1,0,1,0
1214,2,-0.0784313725490196,-0.06168117466541823,1,1,0,0,0
1215,1,0.47058823529411764,0.5130540176853018,1,1,2,0,0
1216,1,0.9411764705882353,8.3509786934424,0,1,10,0,0
1217,3,-0.3137254901960784,-0.31405566872348345,1,1,0,0,0
1218,2,-1.1764705882352942,1.0411317405462954,0,0,0,0,1
1219,1,1.4901960784313726,2.746250170989022,1,1,0,1,0
1220,2,0.1568627450980392,0.48972528294043854,1,0,2,0,0
1221,2,-0.47058823529411764,-0.06168117466541823,1,1,1,0,0
1222,2,1.6470588235294117,0.9456960074991279,0,0,2,0,1
1223,1,0.9411764705882353,0.6466640439513363,1,1,0,1,0
1224,3,0.0,-0.30663288948648154,1,1,1,1,0
1225,3,-0.6274509803921569,0.054610447243656955,0,0,2,1,1
1226,3,0.0,-0.2781803162740193,1,1,1,0,0
1227,1,0.23529411764705882,0.48972528294043854,1,1,0,0,0
1228,2,0.39215686274509803,-0.06168117466541823,1,1,1,0,0
1229,3,0.9411764705882353,-0.3064547427847935,1,0,0,1,0
1230,2,-0.1568627450980392,0.7230126303890703,1,1,0,0,0
1231,3,0.0,-0.3064547427847935,1,1,0,1,0
1232,2,-0.7058823529411765,-0.16772087805115993,1,1,2,0,0
1233,3,0.39215686274509803,-0.29160918431078964,1,1,5,0,0
1234,3,0.0,2.3369369159200586,1,0,0,0,0
1235,1,2.4313725490196076,21.117806929270458,0,0,0,1,1
1236,3,0.0,0.001942647366026781,1,0,0,0,0
1237,3,-0.8627450980392157,-0.28860613991090545,0,1,0,0,1
1238,2,-0.0784313725490196,-0.06168117466541823,1,1,0,0,0
1239,3,0.8627450980392157,-0.3064547427847935,0,1,1,1,0
1240,2,-0.23529411764705882,-0.040473233988269894,1,1,2,0,0
1241,2,0.3137254901960784,0.2776458761689552,0,1,0,0,1
1242,1,1.411764705882353,2.07431050333866,0,0,0,1,1
1243,2,-0.1568627450980392,-0.16772087805115993,1,1,0,0,0
1244,2,-0.7058823529411765,2.5044796472695308,1,1,2,0,0
1245,2,1.7254901960784315,2.143944655758009,1,0,1,0,0
1246,3,-2.104313725490196,0.25961912659337905,0,0,0,0,1
1247,1,1.803921568627451,0.48972528294043854,1,1,0,0,0
1248,1,2.5098039215686274,1.5704480071428344,0,0,1,0,1
1249,3,0.0,-0.27888441990450064,1,1,0,0,0
1250,3,0.0,-0.28436455177547576,1,1,0,2,0
1251,3,0.23529411764705882,0.04647932278803832,0,0,0,0,1
1252,3,-0.9803921568627451,2.3369369159200586,1,0,5,0,0
1253,2,-0.23529411764705882,0.95647812453939,0,0,1,1,1
1254,2,0.3137254901960784,0.2776458761689552,0,1,1,0,1
1255,3,0.0,-0.24566006003968008,1,1,0,0,0
1256,1,-0.1568627450980392,1.738520937009235,0,0,1,1,1
1257,3,0.0,2.3369369159200586,0,0,0,0,1
1258,3,0.0,0.0001739051135525878,1,0,1,1,0
1259,3,-0.39215686274509803,1.0702926589773742,0,1,0,0,1
1260,1,1.411764705882353,1.9064157201739476,0,0,0,1,1
1261,2,0.1568627450980392,-0.025275623699025404,1,1,0,1,0
1262,2,-0.47058823529411764,-0.12530499669686324,1,0,1,0,0
1263,1,0.3137254901960784,5.091848409881628,0,1,1,1,1
1264,1,1.7254901960784315,-0.613087632271275,1,1,0,0,0
1265,2,1.3333333333333333,-0.06168117466541823,1,1,0,0,0
1266,1,2.1176470588235294,2.8590043083931485,0,0,4,0,1
1267,1,1.411764705882353,10.515779238062315,0,1,1,1,1
1268,3,-0.39215686274509803,-0.24566006003968008,0,0,0,0,1
1269,2,-0.47058823529411764,-0.12530499669686324,1,1,2,0,0
1270,1,2.196078431372549,1.5077064354435588,1,1,0,0,0
1271,3,-1.7254901960784315,0.7182408437367119,1,0,0,0,0
1272,3,0.0,-0.28436455177547576,1,1,0,2,0
1273,3,-0.0784313725490196,-0.27888441990450064,1,1,2,2,0
1274,3,0.0,0.001942647366026781,0,1,0,0,1
1275,3,-0.6274509803921569,0.06980805753290152,0,0,1,0,1
1276,2,0.0,-0.06698315983470532,1,1,0,0,0
1277,2,-0.23529411764705882,2.143944655758009,0,0,0,0,1
1278,3,-0.23529411764705882,-0.28330415474161835,1,1,7,0,0
1279,2,2.3529411764705883,-0.06168117466541823,1,1,0,0,0
1280,3,-0.47058823529411764,-0.28436455177547576,1,1,0,2,0
1281,3,-1.6470588235294117,0.2808270672705274,1,0,0,0,0
1282,1,-0.3137254901960784,3.3527972743554644,1,1,3,0,0
1283,1,1.8823529411764706,1.058098093088014,0,0,0,0,1
1284,3,-1.0980392156862746,0.24583396515323266,1,0,2,0,0
1285,2,1.5686274509803921,-0.16772087805115993,1,1,1,0,0
1286,3,0.1568627450980392,0.32112215455710924,1,0,2,0,0
1287,1,-0.7058823529411765,1.9318652489865256,0,0,0,0,1
1288,3,-0.23529411764705882,-0.30557249245262413,1,1,0,2,0
1289,1,1.6470588235294117,2.746250170989022,0,0,0,1,1
1290,3,-0.39215686274509803,-0.28330415474161835,1,1,0,0,0
1291,3,0.3137254901960784,-0.28507289699409255,1,1,0,2,0
1292,1,0.23529411764705882,6.379878754203149,0,1,0,0,1
1293,2,0.8627450980392157,0.2776458761689552,1,0,0,0,0
1294,1,-0.39215686274509803,1.9064157201739476,0,0,1,1,1
1295,1,-0.7843137254901961,1.3847003795160986,1,1,1,0,0
1296,1,1.2549019607843137,0.5627145315749124,1,0,0,1,1
1297,2,-0.5490196078431373,-0.02509747699733732,1,1,1,1,0
1298,2,-0.3137254901960784,-0.16772087805115993,1,0,0,0,0
1299,1,1.803921568627451,8.357871274162472,1,0,2,1,0
1300,3,0.0,-0.28560309551102125,0,1,0,2,1
1301,3,-1.8823529411764706,-0.028808866615838296,0,0,4,0,1
1302,3,0.0,-0.28436455177547576,0,1,0,2,1
1303,1,0.7843137254901961,3.204341689615426,0,0,0,2,1
1304,3,0.0784313725490196,-0.28330415474161835,0,1,1,0,0
1305,3,0.0,-0.27163978736918676,1,1,0,0,0
1306,1,0.9411764705882353,4.006001847211634,0,1,0,1,1
1307,3,0.9019607843137255,-0.30557249245262413,1,1,0,0,0
1308,3,0.0,-0.27163978736918676,1,1,2,0,0
1309,3,0.0,0.3352593678124963,1,0,2,1,0
