,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
389,390,1,2,female,17.0,0,0,12.0,C
390,391,1,1,male,36.0,1,2,120.0,S
391,392,1,3,male,21.0,0,0,7.7958,S
392,393,0,3,male,28.0,2,0,7.925,S
393,394,1,1,female,23.0,1,0,113.275,C
394,395,1,3,female,24.0,0,2,16.7,S
395,396,0,3,male,22.0,0,0,7.7958,S
396,397,0,3,female,31.0,0,0,7.8542,S
397,398,0,2,male,46.0,0,0,26.0,S
398,399,0,2,male,23.0,0,0,10.5,S
399,400,1,2,female,28.0,0,0,12.65,S
400,401,1,3,male,39.0,0,0,7.925,S
401,402,0,3,male,26.0,0,0,8.05,S
402,403,0,3,female,21.0,1,0,9.825,S
403,404,0,3,male,28.0,1,0,15.85,S
404,405,0,3,female,20.0,0,0,8.6625,S
405,406,0,2,male,34.0,1,0,21.0,S
406,407,0,3,male,51.0,0,0,7.75,S
407,408,1,2,male,3.0,1,1,18.75,S
408,409,0,3,male,21.0,0,0,7.775,S
409,410,0,3,female,28.0,3,1,25.4667,S
410,411,0,3,male,28.0,0,0,7.8958,S
411,412,0,3,male,28.0,0,0,6.8583,Q
412,413,1,1,female,33.0,1,0,90.0,Q
413,414,0,2,male,28.0,0,0,0.0,S
414,415,1,3,male,44.0,0,0,7.925,S
415,416,0,3,female,28.0,0,0,8.05,S
416,417,1,2,female,34.0,1,1,32.5,S
417,418,1,2,female,18.0,0,2,13.0,S
418,419,0,2,male,30.0,0,0,13.0,S
419,420,0,3,female,10.0,0,2,24.15,S
420,421,0,3,male,28.0,0,0,7.8958,C
421,422,0,3,male,21.0,0,0,7.7333,Q
422,423,0,3,male,29.0,0,0,7.875,S
423,424,0,3,female,28.0,1,1,14.4,S
424,425,0,3,male,18.0,1,1,20.2125,S
425,426,0,3,male,28.0,0,0,7.25,S
426,427,1,2,female,28.0,1,0,26.0,S
427,428,1,2,female,19.0,0,0,26.0,S
428,429,0,3,male,28.0,0,0,7.75,Q
429,430,1,3,male,32.0,0,0,8.05,S
430,431,1,1,male,28.0,0,0,26.55,S
431,432,1,3,female,28.0,1,0,16.1,S
432,433,1,2,female,42.0,1,0,26.0,S
433,434,0,3,male,17.0,0,0,7.125,S
434,435,0,1,male,50.0,1,0,55.9,S
435,436,1,1,female,14.0,1,2,120.0,S
436,437,0,3,female,21.0,2,2,34.375,S
437,438,1,2,female,24.0,2,3,18.75,S
438,439,0,1,male,64.0,1,4,263.0,S
439,440,0,2,male,31.0,0,0,10.5,S
440,441,1,2,female,45.0,1,1,26.25,S
441,442,0,3,male,20.0,0,0,9.5,S
442,443,0,3,male,25.0,1,0,7.775,S
443,444,1,2,female,28.0,0,0,13.0,S
444,445,1,3,male,28.0,0,0,8.1125,S
445,446,1,1,male,4.0,0,2,81.8583,S
446,447,1,2,female,13.0,0,1,19.5,S
447,448,1,1,male,34.0,0,0,26.55,S
448,449,1,3,female,5.0,2,1,19.2583,C
449,450,1,1,male,52.0,0,0,30.5,S
450,451,0,2,male,36.0,1,2,27.75,S
451,452,0,3,male,28.0,1,0,19.9667,S
452,453,0,1,male,30.0,0,0,27.75,C
453,454,1,1,male,49.0,1,0,89.1042,C
454,455,0,3,male,28.0,0,0,8.05,S
455,456,1,3,male,29.0,0,0,7.8958,C
456,457,0,1,male,65.0,0,0,26.55,S
457,458,1,1,female,28.0,1,0,51.8625,S
458,459,1,2,female,50.0,0,0,10.5,S
459,460,0,3,male,28.0,0,0,7.75,Q
460,461,1,1,male,48.0,0,0,26.55,S
461,462,0,3,male,34.0,0,0,8.05,S
462,463,0,1,male,47.0,0,0,38.5,S
463,464,0,2,male,48.0,0,0,13.0,S
464,465,0,3,male,28.0,0,0,8.05,S
465,466,0,3,male,38.0,0,0,7.05,S
466,467,0,2,male,28.0,0,0,0.0,S
467,468,0,1,male,56.0,0,0,26.55,S
468,469,0,3,male,28.0,0,0,7.725,Q
469,470,1,3,female,0.75,2,1,19.2583,C
470,471,0,3,male,28.0,0,0,7.25,S
471,472,0,3,male,38.0,0,0,8.6625,S
472,473,1,2,female,33.0,1,2,27.75,S
473,474,1,2,female,23.0,0,0,13.7917,C
474,475,0,3,female,22.0,0,0,9.8375,S
475,476,0,1,male,28.0,0,0,52.0,S
476,477,0,2,male,34.0,1,0,21.0,S
477,478,0,3,male,29.0,1,0,7.0458,S
478,479,0,3,male,22.0,0,0,7.5208,S
479,480,1,3,female,2.0,0,1,12.2875,S
480,481,0,3,male,9.0,5,2,46.9,S
481,482,0,2,male,28.0,0,0,0.0,S
482,483,0,3,male,50.0,0,0,8.05,S
483,484,1,3,female,63.0,0,0,9.5875,S
484,485,1,1,male,25.0,1,0,91.0792,C
485,486,0,3,female,28.0,3,1,25.4667,S
486,487,1,1,female,35.0,1,0,90.0,S
487,488,0,1,male,58.0,0,0,29.7,C
488,489,0,3,male,30.0,0,0,8.05,S
489,490,1,3,male,9.0,1,1,15.9,S
490,491,0,3,male,28.0,1,0,19.9667,S
491,492,0,3,male,21.0,0,0,7.25,S
492,493,0,1,male,55.0,0,0,30.5,S
493,494,0,1,male,71.0,0,0,49.5042,C
494,495,0,3,male,21.0,0,0,8.05,S
495,496,0,3,male,28.0,0,0,14.4583,C
496,497,1,1,female,54.0,1,0,78.2667,C
497,498,0,3,male,28.0,0,0,15.1,S
498,499,0,1,female,25.0,1,2,151.55,S
499,500,0,3,male,24.0,0,0,7.7958,S
500,501,0,3,male,17.0,0,0,8.6625,S
501,502,0,3,female,21.0,0,0,7.75,Q
502,503,0,3,female,28.0,0,0,7.6292,Q
503,504,0,3,female,37.0,0,0,9.5875,S
504,505,1,1,female,16.0,0,0,86.5,S
505,506,0,1,male,18.0,1,0,108.9,C
506,507,1,2,female,33.0,0,2,26.0,S
507,508,1,1,male,28.0,0,0,26.55,S
508,509,0,3,male,28.0,0,0,22.525,S
509,510,1,3,male,26.0,0,0,56.4958,S
510,511,1,3,male,29.0,0,0,7.75,Q
511,512,0,3,male,28.0,0,0,8.05,S
512,513,1,1,male,36.0,0,0,26.2875,S
513,514,1,1,female,54.0,1,0,59.4,C
514,515,0,3,male,24.0,0,0,7.4958,S
515,516,0,1,male,47.0,0,0,34.0208,S
516,517,1,2,female,34.0,0,0,10.5,S
517,518,0,3,male,28.0,0,0,24.15,Q
518,519,1,2,female,36.0,1,0,26.0,S
519,520,0,3,male,32.0,0,0,7.8958,S
520,521,1,1,female,30.0,0,0,93.5,S
521,522,0,3,male,22.0,0,0,7.8958,S
522,523,0,3,male,28.0,0,0,7.225,C
523,524,1,1,female,44.0,0,1,57.9792,C
524,525,0,3,male,28.0,0,0,7.2292,C
525,526,0,3,male,40.5,0,0,7.75,Q
526,527,1,2,female,50.0,0,0,10.5,S
527,528,0,1,male,28.0,0,0,221.7792,S
528,529,0,3,male,39.0,0,0,7.925,S
529,530,0,2,male,23.0,2,1,11.5,S
530,531,1,2,female,2.0,1,1,26.0,S
531,532,0,3,male,28.0,0,0,7.2292,C
532,533,0,3,male,17.0,1,1,7.2292,C
533,534,1,3,female,28.0,0,2,22.3583,C
534,535,0,3,female,30.0,0,0,8.6625,S
535,536,1,2,female,7.0,0,2,26.25,S
536,537,0,1,male,45.0,0,0,26.55,S
537,538,1,1,female,30.0,0,0,106.425,C
538,539,0,3,male,28.0,0,0,14.5,S
539,540,1,1,female,22.0,0,2,49.5,C
540,541,1,1,female,36.0,0,2,71.0,S
541,542,0,3,female,9.0,4,2,31.275,S
542,543,0,3,female,11.0,4,2,31.275,S
543,544,1,2,male,32.0,1,0,26.0,S
544,545,0,1,male,50.0,1,0,106.425,C
545,546,0,1,male,64.0,0,0,26.0,S
546,547,1,2,female,19.0,1,0,26.0,S
547,548,1,2,male,28.0,0,0,13.8625,C
548,549,0,3,male,33.0,1,1,20.525,S
549,550,1,2,male,8.0,1,1,36.75,S
550,551,1,1,male,17.0,0,2,110.8833,C
551,552,0,2,male,27.0,0,0,26.0,S
552,553,0,3,male,28.0,0,0,7.8292,Q
553,554,1,3,male,22.0,0,0,7.225,C
554,555,1,3,female,22.0,0,0,7.775,S
555,556,0,1,male,62.0,0,0,26.55,S
556,557,1,1,female,48.0,1,0,39.6,C
557,558,0,1,male,28.0,0,0,227.525,C
558,559,1,1,female,39.0,1,1,79.65,S
559,560,1,3,female,36.0,1,0,17.4,S
560,561,0,3,male,28.0,0,0,7.75,Q
561,562,0,3,male,40.0,0,0,7.8958,S
562,563,0,2,male,28.0,0,0,13.5,S
563,564,0,3,male,28.0,0,0,8.05,S
564,565,0,3,female,28.0,0,0,8.05,S
565,566,0,3,male,24.0,2,0,24.15,S
566,567,0,3,male,19.0,0,0,7.8958,S
567,568,0,3,female,29.0,0,4,21.075,S
568,569,0,3,male,28.0,0,0,7.2292,C
569,570,1,3,male,32.0,0,0,7.8542,S
